"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","flow_m3.s","velocity_m.s","suspended_solids_mg.l","pH","temperature_C","oxygen_dissolved_mg.l","oxygen_saturation","BOD7_mg.l","ChDS_Cr_mg.l","NH4_N_mg.l","NO2_N_mg.l","NO3_N_mg.l","mineral_N_mg.l","total_N_mg.l","PO4_P_mg.l","total_P_mg.l","electrical_conductivity_mikroS.cm","alkalinity_mmol.l","Arable.land_2018_100m","Artificial..non.agricultural.vegetated.areas_2018_100m","Forests_2018_100m","Heterogeneous.agricultural.areas_2018_100m","Industrial..commercial.and.transport.units_2018_100m","Inland.waters_2018_100m","Inland.wetlands_2018_100m","Mine..dump.and.construction.sites_2018_100m","Open.spaces.with.little.or.no.vegetation_2018_100m","Pastures_2018_100m","Permanent.crops_2018_100m","Scrub.and.or.herbaceous.vegetation.associations_2018_100m","Urban.fabric_2018_100m"
"LTR1374","LTR1374_19.9.2011","LTR1374_2011",19,9,2011,"2011-09-19",55.39152963,22.41105336,"Nemunas","river","N",1,3,3,299,1,1,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0
"LTR1374","LTR1374_29.9.2014","LTR1374_2014",29,9,2014,"2014-09-29",55.39152963,22.41105336,"Nemunas","river","N",1,7,4,151,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0
"LTR1376","LTR1376_3.10.2011","LTR1376_2011",3,10,2011,"2011-10-03",55.5374,21.4014,"Nemunas","river","N",2,2,2,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0
"LTR1376","LTR1376_1.10.2014","LTR1376_2014",1,10,2014,"2014-10-01",55.5374,21.4014,"Nemunas","river","N",2,7,4,44,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0
"LTR1376","LTR1376_16.9.2020","LTR1376_2020",16,9,2020,"2020-09-16",55.5374,21.4014,"Nemunas","river","N",2,4,3,321,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0
"LTR1377","LTR1377_21.9.2011","LTR1377_2011",21,9,2011,"2011-09-21",56.1662,21.2487,"Venta","river","N",2,3,3,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
"LTR1377","LTR1377_30.9.2014","LTR1377_2014",30,9,2014,"2014-09-30",56.1662,21.2487,"Venta","river","N",2,5,1,74,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
"LTR1377","LTR1377_18.9.2020","LTR1377_2020",18,9,2020,"2020-09-18",56.1662,21.2487,"Venta","river","N",2,5,3,701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
"LTR1378","LTR1378_21.9.2011","LTR1378_2011",21,9,2011,"2011-09-21",55.67201875,25.76042049,"Nemunas","river","N",1,3,3,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0
"LTR1378","LTR1378_15.9.2014","LTR1378_2014",15,9,2014,"2014-09-15",55.67201875,25.76042049,"Nemunas","river","N",1,2,2,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0
"LTR1378","LTR1378_19.9.2019","LTR1378_2019",19,9,2019,"2019-09-19",55.67201875,25.76042049,"Nemunas","river","N",1,1,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0
"LTR1378","LTR1378_26.9.2022","LTR1378_2022",26,9,2022,"2022-09-26",55.67201875,25.76042049,"Nemunas","river","N",1,3,2,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0
"LTR1379","LTR1379_24.9.2013","LTR1379_2013",24,9,2013,"2013-09-24",55.91262141,21.78035304,"Nemunas","river","N",2,6,5,351,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR1379","LTR1379_12.10.2015","LTR1379_2015",12,10,2015,"2015-10-12",55.91262141,21.78035304,"Nemunas","river","N",3,8,7,253,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR1379","LTR1379_1.10.2019","LTR1379_2019",1,10,2019,"2019-10-01",55.91262141,21.78035304,"Nemunas","river","N",3,4,3,225,1,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR1379","LTR1379_5.10.2022","LTR1379_2022",5,10,2022,"2022-10-05",55.91262141,21.78035304,"Nemunas","river","N",3,12,6,164,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR138","LTR138_14.10.2014","LTR138_2014",14,10,2014,"2014-10-14",56.0293,21.0698,"Venta","river","N",2,2,1,16,0,0,0,9.30090909090909,NA,7.375,8.06666666666667,10.25,7.9475,NA,2.59090909090909,33.5454545454545,0.08075,0.0124166666666667,1.25241666666667,1.34591666666667,2.03583333333333,0.0116666666666667,0.05475,477.75,4,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0
"LTR138","LTR138_16.9.2015","LTR138_2015",16,9,2015,"2015-09-16",56.0293,21.0698,"Venta","river","N",2,6,3,66,0,0,0,7.77909090909091,NA,3.12916666666667,7.96666666666667,10.6416666666667,8.59166666666667,NA,2.325,29.95,0.086,0.0151666666666667,1.47483333333333,1.576,2.0975,0.017,0.0576666666666667,534.416666666667,3.76666666666667,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0
"LTR1380","LTR1380_26.9.2011","LTR1380_2011",26,9,2011,"2011-09-26",55.1336,23.7913,"Nemunas","river","N",1,3,3,59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0
"LTR1380","LTR1380_25.9.2014","LTR1380_2014",25,9,2014,"2014-09-25",55.1336,23.7913,"Nemunas","river","N",1,1,1,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0
"LTR1380","LTR1380_10.10.2018","LTR1380_2018",10,10,2018,"2018-10-10",55.1336,23.7913,"Nemunas","river","N",1,3,3,66,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0
"LTR1380","LTR1380_21.9.2021","LTR1380_2021",21,9,2021,"2021-09-21",55.1336,23.7913,"Nemunas","river","N",1,1,1,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0
"LTR1382","LTR1382_27.9.2016","LTR1382_2016",27,9,2016,"2016-09-27",55.6511,25.0991,"Nemunas","river","N",1,5,5,141,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1382","LTR1382_16.9.2021","LTR1382_2021",16,9,2021,"2021-09-16",55.6511,25.0991,"Nemunas","river","N",1,8,6,128,1,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1385","LTR1385_26.9.2012","LTR1385_2012",26,9,2012,"2012-09-26",54.75546169,24.95757728,"Nemunas","river","N",1,11,10,48,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1385","LTR1385_28.9.2016","LTR1385_2016",28,9,2016,"2016-09-28",54.75546169,24.95757728,"Nemunas","river","N",1,6,5,34,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1385","LTR1385_30.9.2019","LTR1385_2019",30,9,2019,"2019-09-30",54.75546169,24.95757728,"Nemunas","river","N",1,4,4,126,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1385","LTR1385_26.9.2022","LTR1385_2022",26,9,2022,"2022-09-26",54.75546169,24.95757728,"Nemunas","river","N",1,5,3,37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1388","LTR1388_1.10.2013","LTR1388_2013",1,10,2013,"2013-10-01",55.1477,22.7052,"Nemunas","river","N",1,2,2,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1388","LTR1388_11.10.2016","LTR1388_2016",11,10,2016,"2016-10-11",55.1477,22.7052,"Nemunas","river","N",1,3,3,87,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1388","LTR1388_7.10.2019","LTR1388_2019",7,10,2019,"2019-10-07",55.1477,22.7052,"Nemunas","river","N",1,3,3,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1390","LTR1390_20.9.2016","LTR1390_2016",20,9,2016,"2016-09-20",55.2038,23.0376,"Nemunas","river","HM",1,3,3,44,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1390","LTR1390_24.9.2019","LTR1390_2019",24,9,2019,"2019-09-24",55.2038,23.0376,"Nemunas","river","HM",1,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1391","LTR1391_23.9.2013","LTR1391_2013",23,9,2013,"2013-09-23",55.1638,23.1341,"Nemunas","river","HM",1,4,4,92,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1391","LTR1391_20.9.2016","LTR1391_2016",20,9,2016,"2016-09-20",55.1638,23.1341,"Nemunas","river","HM",1,1,1,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1391","LTR1391_24.9.2019","LTR1391_2019",24,9,2019,"2019-09-24",55.1638,23.1341,"Nemunas","river","HM",1,3,3,46,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1394","LTR1394_21.9.2016","LTR1394_2016",21,9,2016,"2016-09-21",55.1003,23.7951,"Nemunas","river","N",1,2,2,936,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1394","LTR1394_12.10.2020","LTR1394_2020",12,10,2020,"2020-10-12",55.1003,23.7951,"Nemunas","river","N",1,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1395","LTR1395_24.9.2012","LTR1395_2012",24,9,2012,"2012-09-24",54.709,23.3257,"Nemunas","river","N",2,3,3,196,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"LTR1395","LTR1395_29.9.2015","LTR1395_2015",29,9,2015,"2015-09-29",54.709,23.3257,"Nemunas","river","HM",2,3,3,120,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"LTR1395","LTR1395_1.10.2018","LTR1395_2018",1,10,2018,"2018-10-01",54.709,23.3257,"Nemunas","river","HM",2,3,3,29,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"LTR1395","LTR1395_4.10.2021","LTR1395_2021",4,10,2021,"2021-10-04",54.709,23.3257,"Nemunas","river","HM",2,3,2,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"LTR1397","LTR1397_24.9.2012","LTR1397_2012",24,9,2012,"2012-09-24",55.85740419,21.21620413,"Nemunas","river","N",1,1,1,287,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1397","LTR1397_20.9.2016","LTR1397_2016",20,9,2016,"2016-09-20",55.85740419,21.21620413,"Nemunas","river","HM",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1397","LTR1397_26.9.2019","LTR1397_2019",26,9,2019,"2019-09-26",55.85740419,21.21620413,"Nemunas","river","HM",1,2,1,79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1397","LTR1397_28.9.2022","LTR1397_2022",28,9,2022,"2022-09-28",55.85740419,21.21620413,"Nemunas","river","HM",1,1,1,79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1398","LTR1398_29.9.2011","LTR1398_2011",29,9,2011,"2011-09-29",55.6867,21.4054,"Nemunas","river","N",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
"LTR1398","LTR1398_1.10.2014","LTR1398_2014",1,10,2014,"2014-10-01",55.6867,21.4054,"Nemunas","river","N",1,3,2,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
"LTR1398","LTR1398_18.9.2018","LTR1398_2018",18,9,2018,"2018-09-18",55.6867,21.4054,"Nemunas","river","N",1,2,2,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
"LTR1398","LTR1398_21.9.2021","LTR1398_2021",21,9,2021,"2021-09-21",55.6867,21.4054,"Nemunas","river","N",1,2,2,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
"LTR1400","LTR1400_21.9.2011","LTR1400_2011",21,9,2011,"2011-09-21",56.0666,21.3773,"Nemunas","river","HM",1,1,1,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1400","LTR1400_30.9.2014","LTR1400_2014",30,9,2014,"2014-09-30",56.0666,21.3773,"Nemunas","river","HM",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1400","LTR1400_25.9.2018","LTR1400_2018",25,9,2018,"2018-09-25",56.0666,21.3773,"Nemunas","river","HM",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1400","LTR1400_21.9.2021","LTR1400_2021",21,9,2021,"2021-09-21",56.0666,21.3773,"Nemunas","river","HM",1,1,1,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1403","LTR1403_26.9.2017","LTR1403_2017",26,9,2017,"2017-09-26",55.9042,21.5691,"Nemunas","river","N",1,5,4,49,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1404","LTR1404_7.10.2011","LTR1404_2011",7,10,2011,"2011-10-07",53.9551,23.8342,"Nemunas","river","N",3,10,8,73,2,2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1404","LTR1404_14.10.2014","LTR1404_2014",14,10,2014,"2014-10-14",53.9551,23.8342,"Nemunas","river","N",2,3,3,300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1404","LTR1404_15.10.2019","LTR1404_2019",15,10,2019,"2019-10-15",53.9551,23.8342,"Nemunas","river","N",2,2,2,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR1413","LTR1413_25.9.2014","LTR1413_2014",25,9,2014,"2014-09-25",55.87400224,21.74659444,"Nemunas","river","N",3,4,4,180,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0
"LTR1418","LTR1418_28.9.2015","LTR1418_2015",28,9,2015,"2015-09-28",55.4073,23.257,"Nemunas","river","N",3,4,4,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1418","LTR1418_25.9.2019","LTR1418_2019",25,9,2019,"2019-09-25",55.4073,23.257,"Nemunas","river","N",3,3,3,27,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1419","LTR1419_2.10.2013","LTR1419_2013",2,10,2013,"2013-10-02",55.27701987,23.14075265,"Nemunas","river","N",1,4,4,202,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"LTR1420","LTR1420_17.10.2017","LTR1420_2017",17,10,2017,"2017-10-17",55.38496415,23.30776681,"Nemunas","river","N",1,3,3,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"LTR1420","LTR1420_13.10.2022","LTR1420_2022",13,10,2022,"2022-10-13",55.38496415,23.30776681,"Nemunas","river","N",1,5,5,13,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"LTR1428","LTR1428_26.9.2012","LTR1428_2012",26,9,2012,"2012-09-26",55.0049,23.0148,"Nemunas","river","HM",1,1,1,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"LTR1428","LTR1428_10.10.2016","LTR1428_2016",10,10,2016,"2016-10-10",55.0049,23.0148,"Nemunas","river","HM",1,2,2,31,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"LTR1430","LTR1430_26.9.2012","LTR1430_2012",26,9,2012,"2012-09-26",54.90575798,22.93585228,"Nemunas","river","HM",1,1,1,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0
"LTR1433","LTR1433_29.9.2010","LTR1433_2010",29,9,2010,"2010-09-29",54.1733,25.7338,"Nemunas","river","N",1,8,8,96,1,1,6,NA,NA,6.1,7.8425,9.85,9.1375,81.29875,2.635,NA,0.11325,0.01625,0.92575,1.05525,1.24925,0.025,0.0825,474.5,3.325,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1433","LTR1433_23.9.2014","LTR1433_2014",23,9,2014,"2014-09-23",54.1733,25.7338,"Nemunas","river","N",1,6,6,186,1,1,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1433","LTR1433_27.9.2021","LTR1433_2021",27,9,2021,"2021-09-27",54.1733,25.7338,"Nemunas","river","N",1,8,7,161,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_7.10.2010","LTR1438_2010",7,10,2010,"2010-10-07",55.0526,25.8742,"Nemunas","river","N",1,2,2,5,0,0,0,0.70375,0.35125,4.03,8.013,9.83,9.317,82.8576,2.19,NA,0.0332,0.0081,1.2437,1.285,1.8843,0.0253,0.0615,415.2,3.15,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_5.10.2011","LTR1438_2011",5,10,2011,"2011-10-05",55.0526,25.8742,"Nemunas","river","N",1,4,4,72,0,0,0,0.915833333333333,0.327416666666667,3.65833333333333,8.21666666666667,7.65,10.0058333333333,83.94325,1.86916666666667,27.3333333333333,0.0426666666666667,0.00566666666666667,0.719833333333333,0.768166666666667,1.0565,0.019,0.0693333333333333,397.416666666667,2.75,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_10.10.2013","LTR1438_2013",10,10,2013,"2013-10-10",55.0526,25.8742,"Nemunas","river","N",1,5,5,81,1,1,18,0.910333333333333,0.336666666666667,3.84166666666667,7.92083333333333,8.43333333333333,9.72,84.3525555555556,1.44166666666667,24.1666666666667,0.062,0.00541666666666667,0.746916666666667,0.81525,1.05983333333333,0.03225,0.0513333333333333,391.583333333333,2.83333333333333,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_9.10.2014","LTR1438_2014",9,10,2014,"2014-10-09",55.0526,25.8742,"Nemunas","river","N",1,4,4,8,0,0,0,0.857818181818182,0.346227272727273,4.35833333333333,7.95333333333333,8.65833333333333,10.1241666666667,86.6369166666667,1.375,18.275,0.0279166666666667,0.00541666666666667,0.397083333333333,0.4325,0.69475,0.0238333333333333,0.0383333333333333,379.5,2.75,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_1.10.2015","LTR1438_2015",1,10,2015,"2015-10-01",55.0526,25.8742,"Nemunas","river","N",1,6,6,34,1,1,28,0.7055,0.355166666666667,3.3125,8.00666666666667,7.53333333333333,10.4475,86.8250833333333,1.64166666666667,18.6666666666667,0.0205,0.00375,0.480416666666667,0.506833333333333,0.808833333333333,0.01575,0.0334583333333333,370.166666666667,3.175,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_11.10.2016","LTR1438_2016",11,10,2016,"2016-10-11",55.0526,25.8742,"Nemunas","river","N",1,3,3,76,1,1,36,0.669272727272727,0.457181818181818,3.225,7.77,6.96666666666667,10.0975,80.6907272727273,1.48333333333333,14.6083333333333,0.023125,0.00425,0.48625,0.515583333333333,0.8345,0.0168333333333333,0.0275,375.166666666667,3.375,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_3.10.2017","LTR1438_2017",3,10,2017,"2017-10-03",55.0526,25.8742,"Nemunas","river","N",1,1,1,3,0,0,0,0.675363636363636,0.340818181818182,2.75833333333333,7.69916666666667,7.125,10.6366666666667,86.38075,2.075,21.0833333333333,0.0279166666666667,0.00683333333333333,0.778,0.813666666666667,1.123,0.0114166666666667,0.0278333333333333,349.416666666667,3.59166666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR1438","LTR1438_7.10.2020","LTR1438_2020",7,10,2020,"2020-10-07",55.0526,25.8742,"Nemunas","river","N",1,6,6,105,2,2,21,0.356083333333333,0.3915,2.58333333333333,7.86583333333333,8.025,11.1791666666667,93.97475,1.50833333333333,22.3833333333333,0.02125,0.00458333333333333,0.5495,0.58075,0.970166666666667,0.0216666666666667,0.0405833333333333,374,3.45,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
